gene	exp	exp
IGF2	0	0.00825863639
MIR483	0	0.00703437145
TH	0	0.0158252257
MIR4686	0	0.0158252257
ASCL2	0	0.000572706688
C11orf21	0	0.000878475054
TSPAN32	0	0.00100121597
TRPM5	0	0.0401646444
KCNQ1	0	2.05495513e-07
KCNQ1OT1	0	0.000460393926
KCNQ1DN	0	1.50146446e-05
CDKN1C	0	1.50146446e-05
SLC22A18AS	0	0.000502667778
SLC22A18	0	0.00085157609
PHLDA2	0	0.00768566965
NAP1L4	0	0.00375283139
SNORA54	0	0.00957007339
CARS	0	0.00387031679
OSBPL5	0	0.0109410827
ZNF195	0	0.00118605122
LOC650368	0	0.00118605122
OR7E12P	0	0.00118605122
ART1	0	0.0168904141
CHRNA10	0	0.0215548074
NUP98	0	0.02244155
PGAP2	0	0.00317535067
RHOG	0	0.00267525885
STIM1	0	0.00847991884
MIR4687	0	0.00709427285
RRM1	0	0.00692741946
LOC100506082	0	0.0158740265
OR52B4	0	0.026977868
TRIM21	0	0.026977868
OR52K2	0	0.0473
OR52K1	0	1
OR52M1	0	0.010465466
C11orf40	0	0.0090421751
OR52I2	0	0.00703959931
OR52I1	0	0.0176784666
TRIM68	0	0.0102197692
OR51D1	0	0.01394
OR51E1	0	0.01394
OR51E2	0	0.01394
OR51F1	0	0.0325142558
OR52R1	0	1
OR51F2	0	1
OR51S1	0	0.00352716516
OR51T1	0	0.00226794191
OR51A7	0	0.00144686217
OR51G2	0	0.00103902691
OR51G1	0	0.000906199883
OR51A4	0	0.00211625511
OR51A2	0	0.00491400565
MMP26	0	0.0178393277
OR51L1	0	0.0174386354
OR52E2	0	0.02715
OR52A5	0	0.016774138
OR52A1	0	0.00911426834
OR51V1	0	0.0151771696
HBB	0	0.0168576311
HBD	0	0.0168576311
HBBP1	0	0.0267585972
HBG2	0	0.000534989775
HBE1	0	0.0267585972
OR52B6	0	0.0387
TRIM6	0	0.00781957832
TRIM6-TRIM34	0	0.000744507424
TRIM34	0	0.000744507424
TRIM5	0	0.00222592082
TRIM22	0	0.000553167018
OR56B1	0	0.00735600821
OR52N4	0	0.0301
OR52N5	0	0.0281975961
OR52N1	0	0.0281975961
OR52N2	0	0.0234552472
OR52E6	0	0.0251916685
OR52E8	0	0.0159820614
OR52E4	0	0.0145542354
OR56A3	0	0.00905653215
OR56A5	0	0.00728741861
OR52L1	0	0.00673368067
OR56A4	0	0.00599098832
OR56A1	0	0.0032681252
CCKBR	0	0.00738220251
PRKCDBP	0	0.00738220251
DNHD1	0	0.0024680451
RRP8	0	0.0048440146
ILK	0	0.0048440146
TAF10	0	0.0048440146
TPP1	0	0.0048440146
DCHS1	0	0.00712953306
MRPL17	0	0.0153143463
OR2AG2	0	0.04946
OR2AG1	0	0.04946
OR6A2	0	0.04946
OR10A5	0	0.0158135053
OR10A2	0	0.00650725779
OR10A4	0	0.0112907498
OR2D2	0	0.0185266056
OR2D3	0	0.0185266056
ZNF215	0	0.0172305
ZNF214	0	0.02428
NLRP14	0	0.02428
SYT9	0	3.79867144e-05
OLFML1	0	0.03913
PPFIBP2	0	0.00690593649
CYB5R2	0	0.00690593649
OVCH2	0	0.00690593649
OR5P3	0	0.0215685675
OR5E1P	0	0.0189726751
LOC283299	0	0.003155648
OR10A6	0	0.00360112506
OR10A3	0	0.00627383082
NLRP10	0	0.00472998081
EIF3F	0	0.000422048123
TUB	0	0.00041836326
RIC3	0	0.0165700533
LMO1	0	0.03484
STK33	0	0.00375748806
TRIM66	0	0.00833076722
RPL27A	0	0.0103985245
SNORA3	0	0.0104077753
SNORA45	0	0.0104077753
ST5	0	0.00756831844
AKIP1	0	0.0439462351
C11orf16	0	0.0439462351
ASCL3	0	0.0439462351
TMEM9B	0	0.0265081211
TMEM9B-AS1	0	0.0265081211
NRIP3	0	0.0227163013
SCUBE2	0	0.010274658
MIR5691	0	0.01291
KRT8P41	0	0.01291
ZNF143	0	0.0179813365
WEE1	0	0.00901862126
SWAP70	0	0.00154256896
LOC440028	0	0.00259309909
SBF2-AS1	0	0.000121031118
SBF2	0	0.000142614501
ADM	0	0.012900699
AMPD3	0	0.00398156866
MTRNR2L8	0	0.0037209989
RNF141	0	0.00324735819
MRVI1-AS1	0	0.00198087561
LYVE1	0	0.0212267609
MRVI1	0	0.00324953197
CTR9	0	0.0113295463
EIF4G2	0	0.0113295463
SNORD97	0	0.0113295463
ZBED5	0	0.0125926483
ZBED5-AS1	0	0.021594625
GALNT18	0	0.000140804423
CSNK2A3	0	0.0455
MIR4299	0	0.00157245103
MICALCL	0	0.00159794037
PARVA	0	0.000231309594
RASSF10	0	0.01576
ARNTL	0	0.00159524654
BTBD10	0	0.00049009871
FAR1	0	0.0300697152
SPON1	0	7.84431021e-06
RRAS2	0	9.69637824e-05
COPB1	0	0.00194166339
PSMA1	0	5.56384272e-05
PDE3B	0	3.28054516e-06
CYP2R1	0	7.76746842e-05
CALCA	0	1
INSC	0	0.00124314817
SOX6	0	7.49711829e-05
C11orf58	0	0.000540053007
PLEKHA7	0	7.48936917e-05
OR7E14P	0	6.78946633e-05
RPS13	0	1.01297161e-05
PIK3C2A	0	1.5184098e-05
NUCB2	0	7.43761164e-09
NCR3LG1	0	3.93411193e-10
KCNJ11	0	7.50577378e-12
ABCC8	0	6.49413856e-12
USH1C	0	0.00125576367
OTOG	0	0.00407544157
MYOD1	0	0.030624074
KCNC1	0	0.023732411
SERGEF	0	0.00234885252
TPH1	0	0.00470286577
SAAL1	0	0.00436768861
SAA3P	0	0.00434245035
MRGPRX3	0	0.00377284424
MRGPRX4	0	0.00405517591
LOC494141	0	0.0104556067
SAA2-SAA4	0	0.011967294
SAA2	0	0.011967294
SAA1	0	0.0144696861
HPS5	0	0.0103234039
UEVLD	0	0.0360806385
SPTY2D1-AS1	0	0.0360806385
SPTY2D1	0	0.0360806385
TMEM86A	0	0.0249984537
IGSF22	0	0.00711457376
PTPN5	0	0.00124521755
MRGPRX1	0	0.04013
MRGPRX2	0	0.0144521859
ZDHHC13	0	0.000994015829
CSRP3	0	0.0055305618
E2F8	0	0.0107559418
NAV2	0	7.08071134e-07
NAV2-AS5	0	0.00405028985
NAV2-AS4	0	0.00560024055
MIR4486	0	0.0113696808
LOC100126784	0	0.00147728971
MIR4694	0	0.00207178539
DBX1	0	0.00294114342
SLC6A5	0	0.04093
NELL1	0	6.19763384e-05
SLC17A6	0	0.04012
GAS2	0	0.0148262187
SVIP	0	0.00455399247
CCDC179	0	0.000876452214
LUZP2	0	0.00146009778
ANO3	0	0.000160225727
MUC15	0	0.00512957221
SLC5A12	0	0.000108151175
FIBIN	0	0.0281419492
BBOX1	0	0.0322704792
CCDC34	0	4.36331929e-05
LGR4	0	7.95873069e-06
LIN7C	0	0.00121466158
BDNF-AS	0	0.000696380087
LINC00678	0	0.0012493137
BDNF	0	9.91866377e-05
KIF18A	0	0.00116397653
MIR610	0	0.00201517783
METTL15	0	0.00154292454
FSHB	0	1.75089871e-06
ARL14EP	0	2.28976178e-07
MPPED2	0	7.08104476e-06
DCDC5	0	0.04004
DCDC1	0	0.00663651814
DNAJC24	0	0.000800650963
IMMP1L	0	1
ELP4	0	0.000925472464
PAX6	0	0.00225610793
RCN1	0	0.00402796158
WT1	0	2.05451896e-05
WT1-AS	0	1.72391896e-05
EIF3M	0	5.99332406e-05
CCDC73	0	0.00012793631
PRRG4	0	0.000180583764
QSER1	0	0.00163932619
DEPDC7	0	0.0143210999
TCP11L1	0	0.0167629406
LINC00294	0	1
CSTF3	0	0.0204727909
CSTF3-AS1	0	0.0248928775
HIPK3	0	0.0309078641
CAPRIN1	0	0.00736247563
ABTB2	0	0.0206679285
CAT	0	0.0197768005
ELF5	0	0.00559770208
EHF	0	0.00038391485
APIP	0	5.32985999e-06
PDHX	0	5.46407787e-06
MIR1343	0	6.70510893e-06
CD44	0	0.00845716105
SLC1A2	0	0.0164489839
PAMR1	0	0.0148773212
FJX1	0	0.0155766809
TRIM44	0	0.03547
LDLRAD3	0	0.0260635367
COMMD9	0	0.0102448766
PRR5L	0	0.00170827811
TRAF6	0	0.007700305
RAG1	0	0.02939
LRRC4C	0	0.000656100249
HNRNPKP3	0	0.0188754038
API5	0	0.0281019207
TTC17	0	0.0137967102
MIR670	0	0.000148810916
MIR129-2	0	5.43654773e-05
HSD17B12	0	2.97712294e-06
ALKBH3	0	1.54473424e-06
SEC14L1P1	0	4.94522819e-05
LOC100507300	0	0.0076961938
C11orf96	0	0.00420534643
EXT2	0	0.01136
ALX4	0	0.0103850565
CD82	0	0.0171003325
TSPAN18	0	0.0145509809
LOC221122	0	0.01277
PRDM11	0	0.00500255792
SYT13	0	0.00165495312
CHST1	0	0.0212778093
LOC100507384	0	0.00522075662
DKFZp779M0652	0	0.000442880323
SLC35C1	0	0.000187147892
CRY2	0	0.000185285623
MAPK8IP1	0	6.65326566e-05
C11orf94	0	5.82901689e-05
PEX16	0	0.000168795875
GYLTL1B	0	0.000329735943
PHF21A	0	0.00343382751
CREB3L1	0	0.00742351925
DGKZ	0	0.0154499101
AMBRA1	0	0.000819502808
HARBI1	0	0.03721
ATG13	0	0.03721
ARHGAP1	0	0.03721
C11orf49	0	0.000226118831
ARFGAP2	0	0.00245538956
PACSIN3	0	0.00199972676
DDB2	0	0.00286288947
ACP2	0	0.00306324287
NR1H3	0	0.00282846823
MADD	0	0.000745410516
MYBPC3	0	0.00156524082
SPI1	0	0.00171706276
SLC39A13	0	0.000606634883
PSMC3	0	0.000572184096
RAPSN	0	0.000107204644
CELF1	0	1.00282398e-07
NDUFS3	0	7.52998097e-09
KBTBD4	0	4.68350514e-09
FAM180B	0	8.83043516e-09
C1QTNF4	0	1.28498657e-08
MTCH2	0	8.98952876e-07
AGBL2	0	5.53778387e-06
FNBP4	0	7.13811453e-06
NUP160	0	6.70656925e-06
PTPRJ	0	2.24550327e-05
OR4B1	0	0.000345733733
OR4X2	0	1
OR4X1	0	1
OR4S1	0	1
OR4C3	0	0.000836563329
OR4C45	0	0.00044770861
OR4A47	0	6.17737104e-05
TRIM49B	0	9.27397505e-05
TRIM64C	0	1
FOLH1	0	2.50622258e-06
LOC440040	0	2.1088442e-06
OR4C13	0	9.46022056e-06
OR4C12	0	9.90296529e-06
LOC441601	0	7.9898751e-06
LOC646813	0	6.90000906e-06
OR4A5	0	0.000301129505
OR4C46	0	0.000278570701
TRIM48	0	9.15985386e-05
TRIM51HP	0	5.48810475e-05
OR4A16	0	2.87838718e-05
OR4A15	0	5.2653709e-05
OR4C15	0	2.43410117e-05
OR4C16	0	2.78923478e-05
OR4C11	0	3.01683312e-05
OR4P4	0	0.0029314749
OR4S2	0	0.000337157975
OR4C6	0	0.000118557238
OR5D13	0	2.61896646e-05
OR5D14	0	3.16755322e-05
OR5L1	0	5.73384076e-05
OR5D18	0	0.000103408284
OR5L2	0	0.000112316597
OR5D16	0	0.000125387502
TRIM51	0	0.00059219396
OR5W2	0	0.000174772919
OR5I1	0	0.000197594209
OR10AG1	0	0.00023338057
OR7E5P	0	0.00023338057
OR5F1	0	0.000298726396
OR5AS1	0	0.000773483821
OR8I2	0	0.00138091132
OR8H2	0	0.00136982179
OR8H3	0	0.00176038609
OR8J3	0	0.00230955366
OR8K5	0	0.00176102309
OR5J2	0	0.00142853896
OR5T2	0	0.0022236784
OR5T3	0	0.00288848021
OR5T1	0	0.00284784305
OR8H1	0	0.00302870172
OR8K3	0	0.00342840118
OR8K1	0	0.00453666092
OR8J1	0	1
OR8U8	0	0.000412863522
OR5R1	0	1
OR5M9	0	0.00190527594
OR5M3	0	0.00154064053
OR5M8	0	0.000418870929
OR5M11	0	0.000457182526
OR5M10	0	0.000313409509
OR5M1	0	0.00016025321
OR5AP2	0	0.000339353201
OR5AR1	0	0.000843422298
OR9G9	0	0.00255093055
OR9G4	0	0.00598566209
OR5AK2	0	0.02886
OR5AK4P	0	0.04218
APLNR	0	0.0188280084
TNKS1BP1	0	0.0157000143
SSRP1	0	0.00878509387
P2RX3	0	0.00565021084
PRG3	0	0.00037055389
PRG2	0	0.000587785592
SLC43A3	0	0.000587785592
RTN4RL2	0	0.000771894576
SLC43A1	0	0.00077914907
TIMM10	0	0.0183091455
SMTNL1	0	0.0343397599
UBE2L6	0	0.0420593189
TMX2-CTNND1	0	0.0397614835
C11orf31	0	0.03685
BTBD18	0	0.03685
CTNND1	0	0.0397614835
OR9Q1	0	0.00137409334
OR6Q1	0	0.00964391154
OR9I1	0	0.00559069724
OR9Q2	0	0.000880479939
OR1S2	0	0.000897002516
OR1S1	0	0.00116700125
OR10Q1	0	0.0010720794
OR10W1	0	0.00055706914
OR5B17	0	1
OR5B3	0	1
OR5B2	0	1
OR5B12	0	1
OR5B21	0	5.62601289e-05
LPXN	0	1.46111917e-05
ZFP91-CNTF	0	0.000757636723
CNTF	0	0.0011444225
GLYAT	0	0.000180345694
GLYATL2	0	0.0245396968
GLYATL1	0	0.0099518231
LOC283194	0	1
FAM111B	0	0.0240099534
FAM111A	0	0.0372735984
DTX4	0	0.0323605907
MPEG1	0	0.03652
PLAC1L	0	0.00473977738
MS4A3	0	0.00702272132
MS4A2	0	0.0082988026
MS4A6A	0	0.0142435915
MS4A4A	0	0.0107172788
MS4A6E	0	0.0159682433
MS4A14	0	0.0187830464
MS4A5	0	0.04693
MS4A1	0	0.04693
MS4A12	0	0.04693
MS4A13	0	0.04693
CCDC86	0	0.0221372616
PTGDR2	0	0.0222731536
ZP1	0	0.0222957151
PRPF19	0	0.0158047552
TMEM109	0	0.0148449298
TMEM132A	0	0.0105968416
SLC15A3	0	0.00859318927
CD6	0	0.00430950847
CD5	0	0.012189159
VPS37C	0	0.012189159
PGA4	0	0.01068
PGA5	0	0.00934776818
VWCE	0	0.00402247846
DDB1	0	0.00460521786
DAK	0	0.00385509079
CYB561A3	0	0.00328866824
TMEM138	0	0.00328866824
TMEM216	0	0.00379956839
CPSF7	0	0.00466999146
SDHAF2	0	0.00418601381
PPP1R32	0	0.00197817761
MIR4488	0	0.000849020994
LRRC10B	0	0.000849020994
SYT7	0	0.000627564717
RPLP0P2	0	0.020174511
DAGLA	0	0.000274102209
MYRF	0	0.000461987698
DKFZP434K028	0	0.000221701879
TMEM258	0	0.000567095851
MIR611	0	0.000592022072
FEN1	0	0.000494094551
FADS1	0	0.000333925836
MIR1908	0	0.000383815175
FADS2	0	0.000235884991
FADS3	0	0.000201322501
RAB3IL1	0	0.00056933398
BEST1	0	0.0040919767
FTH1	0	0.0205628649
SCGB1D2	0	0.01795
SCGB2A2	0	0.00173682469
SCGB1D4	0	0.000823549586
ASRGL1	0	0.000317623374
SCGB1A1	0	8.94139108e-05
AHNAK	0	9.39900904e-05
POLR2G	0	0.04418
TAF6L	0	0.04418
TMEM179B	0	0.0393325374
TMEM223	0	0.0393325374
NXF1	0	0.0395669169
STX5	0	0.0395669169
WDR74	0	0.0395669169
SNHG1	0	0.0395669169
SNORD22	0	0.0395669169
SNORD31	0	0.0395669169
SNORD30	0	0.0395669169
SNORD29	0	0.0395669169
SNORD28	0	0.0395669169
SNORD27	0	0.0396420298
SNORD26	0	0.0396420298
SNORD25	0	0.0396420298
SLC3A2	0	0.0159348183
CHRM1	0	0.0355493574
SLC22A8	0	0.03397
SLC22A24	0	0.03397
MACROD1	0	8.29949345e-06
FLRT1	0	9.36338962e-06
STIP1	0	1.53071575e-05
FERMT3	0	1.53071575e-05
TRPT1	0	0.0013109989
NUDT22	0	0.0013109989
DNAJC4	0	0.0013109989
VEGFB	0	0.0013109989
FKBP2	0	0.0013109989
PPP1R14B	0	0.0013109989
PLCB3	0	0.0013109989
BAD	0	0.0013512853
GPR137	0	0.0013512853
KCNK4	0	0.00423439973
TEX40	0	0.00423439973
ESRRA	0	0.0354975476
TRMT112	0	0.0354975476
PRDX5	0	0.0354975476
CCDC88B	0	0.0354975476
RPS6KA4	0	0.0354975476
MIR1237	0	0.0354975476
NRXN2	0	0.04965
RASGRP2	0	0.04965
PYGM	0	0.04965
MEN1	0	0.00718878157
CDC42BPG	0	0.00890068692
EHD1	0	0.00890068692
MIR192	0	0.00890068692
MIR194-2	0	0.00890068692
ATG2A	0	0.00890068692
PPP2R5B	0	0.0108827254
GPHA2	0	0.0146621952
C11orf85	0	0.01543
BATF2	0	0.0091266486
ARL2-SNX15	0	0.00971434123
SAC3D1	0	0.00971434123
NAALADL1	0	0.00971434123
CDCA5	0	0.0100472177
ZFPL1	0	0.0101000605
LOC100130348	0	0.00983398469
VPS51	0	0.0121331078
TM7SF2	0	0.0097849093
ZNHIT2	0	0.00871299557
FAU	0	0.00816481673
MRPL49	0	0.00442915202
SYVN1	0	0.00368896526
SPDYC	0	0.000460408532
CAPN1	0	0.000584835891
SLC22A20	0	0.00118263886
POLA2	0	0.0111864723
CDC42EP2	0	0.0229312989
DPF2	0	0.00627648032
TIGD3	0	0.001083347
SLC25A45	0	0.000125189599
FRMD8	0	4.80589725e-06
NEAT1	0	9.17199301e-06
MALAT1	0	4.61097862e-06
SCYL1	0	7.51302593e-07
LTBP3	0	4.82705853e-07
SSSCA1-AS1	0	9.0322987e-07
SSSCA1	0	9.0322987e-07
FAM89B	0	6.87173981e-07
EHBP1L1	0	6.2093489e-07
KCNK7	0	1.48814182e-06
MAP3K11	0	7.44304488e-07
PCNXL3	0	6.04992797e-07
MIR4690	0	6.17452441e-06
SIPA1	0	7.40972272e-06
MIR4489	0	1.48052201e-05
RELA	0	2.09785472e-05
KAT5	0	1.67261016e-05
RNASEH2C	0	1.42991929e-05
AP5B1	0	7.72984773e-07
OVOL1	0	3.65217439e-07
SNX32	0	1.23016905e-05
CFL1	0	0.000311335087
MUS81	0	0.000358207344
EFEMP2	0	0.00038446934
CTSW	0	0.000590684978
FIBP	0	0.000643944941
CCDC85B	0	0.0010290696
FOSL1	0	0.0010290696
C11orf68	0	0.000586632191
DRAP1	0	0.000586632191
TSGA10IP	0	0.000798607173
SART1	0	0.00867319017
EIF1AD	0	0.0113689308
BANF1	0	0.0124729813
CST6	0	0.0114131357
CATSPER1	0	0.00590833696
GAL3ST3	0	0.00773214728
SF3B2	0	0.010465259
PACS1	0	0.0105786527
KLC2	0	0.00144236446
RAB1B	0	0.0016764826
CNIH2	0	0.000837031528
YIF1A	0	0.000465622223
TMEM151A	0	0.000239094613
CD248	0	1.38381201e-05
RIN1	0	6.05808286e-05
BRMS1	0	0.000238694866
B3GNT1	0	0.000315681749
SLC29A2	0	0.00122630238
NPAS4	0	0.00541356556
MRPL11	0	0.00634617191
PELI3	0	0.03847
DPP3	0	0.03847
BBS1	0	0.0367111378
ZDHHC24	0	0.0267252753
ACTN3	0	0.024487699
CTSF	0	0.0237051778
CCDC87	0	0.0222798228
CCS	0	0.0221885049
RBM14-RBM4	0	0.0217054943
RBM4	0	0.0228221242
RBM4B	0	0.0235226558
SPTBN2	0	0.0212843643
C11orf80	0	0.0256175587
RCE1	0	0.0297744196
PC	0	0.0196989428
LRFN4	0	0.0304692636
SYT12	0	0.04359
RHOD	0	0.04359
NDUFV1	0	0.0356206771
DOC2GP	0	0.0319879214
NUDT8	0	0.0295843346
TBX10	0	0.0297884259
ACY3	0	0.0297884259
ALDH3B2	0	0.0297884259
CHKA	0	0.0159993198
SUV420H1	0	0.00316106824
C11orf24	0	0.00741064645
LRP5	0	0.0084019024
GAL	0	0.0396498718
MTL5	0	0.0290620038
CPT1A	0	0.0013940736
MRPL21	0	1
IGHMBP2	0	0.00113664166
MRGPRD	0	0.0004153329
MRGPRF	0	0.000694262203
TPCN2	0	3.33743301e-05
MYEOV	0	0.0144877285
CCND1	0	0.0051708665
ORAOV1	0	0.00480764623
FGF19	0	0.0332813169
ANO1	0	0.00716536892
FADD	0	0.0462978039
SHANK2	0	0.00198108099
SHANK2-AS1	0	0.00926166758
SHANK2-AS3	0	0.0184472954
MIR3664	0	0.0184472954
FLJ42102	0	0.0396384095
DHCR7	0	0.04864
FAM86C1	0	0.04905
ALG1L9P	0	0.04905
DEFB108B	0	0.04905
LOC100133315	0	0.04905
LOC100129216	0	0.04905
RNF121	0	0.0408
IL18BP	0	0.0408
NUMA1	0	0.0273946631
MIR3165	0	0.01851
LRTOMT	0	0.00232889595
LAMTOR1	0	0.00302280355
ANAPC15	0	0.00218845802
FOLR3	0	0.00238064021
FOLR1	0	0.00213601758
FOLR2	0	0.00470791408
INPPL1	0	0.00470791408
PHOX2A	0	0.00492534108
CLPB	0	0.0194590927
PDE2A	0	3.43397866e-09
MIR139	0	5.39799379e-06
ARAP1	0	1e-12
STARD10	0	1.37179157e-12
MIR4692	0	2.51749732e-11
ATG16L2	0	6.48370246e-14
FCHSD2	0	3.87079258e-12
P2RY2	0	0.0451774621
P2RY6	0	0.0191614026
ARHGEF17	0	0.0220527124
RELT	0	0.0239991572
FAM168A	0	0.0177646538
PLEKHB1	0	0.0200838465
RAB6A	0	0.0143955099
MRPL48	0	0.04505
C2CD3	0	0.04903
PPME1	0	0.04903
PGM2L1	0	0.0277204798
KCNE3	0	0.0278199791
POLD3	0	0.0122810025
CHRDL2	0	0.0191210982
MIR4696	0	0.0241376248
RNF169	0	0.02308
XRRA1	0	0.02308
SLCO2B1	0	0.01072
TPBGL	0	0.0015794839
ARRB1	0	0.00150466313
MIR326	0	0.00336453019
RPS3	0	0.0112700894
SNORD15A	0	0.0112700894
SNORD15B	0	0.011141588
KLHL35	0	0.00276773553
GDPD5	0	0.00102079494
SERPINH1	0	0.00039697016
MAP6	0	0.000511576514
MOGAT2	0	0.000398255815
LOC283214	0	0.00011219604
DGAT2	0	0.000564697887
WNT11	0	0.000711168587
PRKRIR	0	0.00112012165
C11orf30	0	0.00200884099
LRRC32	0	0.0024995187
GUCY2EP	0	1.45722564e-05
TSKU	0	2.5844133e-05
AQP11	0	0.0221149384
CLNS1A	0	0.0256048469
RSF1	0	0.0152168457
AAMDC	0	0.0120369757
INTS4	0	0.0124545243
NDUFC2-KCTD14	0	0.0108898825
ALG8	0	0.00295905504
LOC100289388	0	0.00198923139
KCTD21	0	0.00140607607
USP35	0	0.000823970954
GAB2	0	0.00249769984
TENM4	0	0.0023508152
MIR708	0	0.00827094172
MIR5579	0	0.0111241888
MIR4300	0	0.000586749523
C11orf82	0	0.0373516776
RAB30	0	0.00886498117
SNORA70E	0	0.0106531268
LOC100506233	0	0.0104944065
PCF11	0	0.00265930224
ANKRD42	0	0.00670442195
CCDC90B	0	0.00868261035
DLG2	0	1.13284012e-05
TMEM126B	0	0.00251812044
TMEM126A	0	0.00125387929
CREBZF	0	0.00207718575
CCDC89	0	0.00361859599
SYTL2	0	0.00272769508
CCDC83	0	0.000917136629
PICALM	0	0.00160247742
EED	0	0.0193828489
C11orf73	0	0.034939559
CCDC81	0	0.0195394235
ME3	0	0.0216671829
PRSS23	0	0.0134234807
OR7E2P	0	0.0323629829
FZD4	0	0.0233327208
LOC100506368	0	0.00181507859
TMEM135	0	8.86409693e-05
RAB38	0	0.00470073797
CTSC	0	0.00672489007
GRM5	0	0.000742756296
TYR	0	0.00191917798
NOX4	0	0.000470135706
FOLH1B	0	0.04695
TRIM77	0	0.04695
NAALAD2	0	0.0108048581
CHORDC1	0	0.00627071052
FAT3	0	3.8351946e-07
MTNR1B	0	1e-12
SLC36A4	0	0.000126455881
CCDC67	0	0.000206988414
SMCO4	0	0.000727606716
KIAA1731	0	0.0104251112
SCARNA9	0	0.00746225408
TAF1D	0	0.00551956132
SNORA8	0	0.00551956132
SNORD5	0	0.00515351036
SNORA18	0	0.00515351036
MIR1304	0	0.00515351036
SNORA40	0	0.00479198271
C11orf54	0	0.00407494897
MED17	0	0.000459270184
VSTM5	0	0.00331516852
HEPHL1	0	0.0218985333
PANX1	0	0.0176952598
FOLR4	0	0.01850469
LOC643037	0	0.0394314823
PIWIL4	0	0.00115453259
FUT4	0	0.0186822573
AMOTL1	0	0.00895059425
KDM4E	0	0.02552
ENDOD1	0	0.0155448362
SESN3	0	0.0425470651
FAM76B	0	1
CEP57	0	1
MTMR2	0	0.00200656128
MAML2	0	1.28116271e-06
MIR1260B	0	0.00173571842
CCDC82	0	0.00103885578
JRKL	0	0.0011567845
JRKL-AS1	0	0.00109626671
CNTN5	0	0.000350907713
ARHGAP42	0	0.00282400492
PGR	0	0.00116322376
LOC101054525	0	0.00230850949
TRPC6	0	0.00246166883
MIR3920	0	1
ANGPTL5	0	0.0075852962
KIAA1377	0	0.00829307753
C11orf70	0	0.0213912642
YAP1	0	0.00662446118
BIRC3	0	0.00741969009
BIRC2	0	0.00741969009
MMP7	0	0.02804
MMP20	0	0.019065121
MMP27	0	0.00862756476
MMP8	0	0.00944283274
MMP10	0	0.00978368229
WTAPP1	0	0.0122114011
MMP1	0	0.0141733775
MMP3	0	0.0381324013
MMP12	0	0.03728974
MMP13	0	0.03893
DCUN1D5	0	0.0259516287
DYNC2H1	0	0.00382802162
PDGFD	0	0.00102146769
DDI1	0	0.0072852234
CASP4	0	0.0289062043
CASP5	0	0.0320468651
CASP1	0	0.0320468651
CARD16	0	0.0320468651
CARD18	0	0.0298220422
GRIA4	0	0.0180356633
GUCY1A2	0	0.000251257337
CWF19L2	0	1
ALKBH8	0	0.000410401567
ELMOD1	0	0.011598966
LOC643923	0	0.011598966
SLN	0	0.0373569484
SLC35F2	0	0.00376331272
CUL5	0	0.00553428743
ACAT1	0	0.00413631549
NPAT	0	0.00535526688
ATM	0	0.00686440805
C11orf65	0	0.0181249271
KDELC2	0	0.0209352202
EXPH5	0	0.0210051132
DDX10	0	1
ZC3H12C	0	0.0111040603
C11orf53	0	0.00805396031
C11orf92	0	0.0081524186
C11orf93	0	0.0081524186
MIR4491	0	0.008776996
POU2AF1	0	0.00908716524
LOC100132078	0	0.0117854481
BTG4	0	0.0106676466
MIR34B	0	0.0113004822
MIR34C	0	0.0113004822
C11orf88	0	0.0100869401
TIMM8B	0	0.03985
SDHD	0	0.0413648642
IL18	0	0.0258715317
TEX12	0	0.00959101313
BCO2	0	1
PTS	0	1
C11orf34	0	1
NCAM1	0	0.0019819977
LOC100288346	0	0.00537936691
TTC12	0	0.00265515862
ANKK1	0	0.00273731296
DRD2	0	0.00309937797
MIR4301	0	0.04184
TMPRSS5	0	0.00845796857
ZW10	0	0.00379468702
CLDN25	0	0.00687359988
USP28	0	0.00488462877
HTR3B	0	0.000515099437
HTR3A	0	0.00221678994
ZBTB16	0	0.000851370664
NNMT	0	0.0101480453
NXPE1	0	0.04858
NXPE4	0	0.04858
CADM1	0	0.000344489774
LINC00900	0	0.00220538623
BUD13	0	0.00874742782
ZNF259	0	0.00669742761
APOA5	0	0.00740813032
APOA4	0	0.00263359302
APOC3	0	0.00237884558
APOA1	0	0.00269220806
SIK3	0	0.00382622625
PAFAH1B2	0	0.0196606438
SIDT2	0	0.0209042972
LOC100652768	0	0.0255393605
TAGLN	0	0.025878661
PCSK7	0	0.0258824865
RNF214	0	0.028840037
CEP164	0	0.00489686092
DSCAML1	0	0.00115385806
FXYD6-FXYD2	0	0.0039148979
FXYD6	0	0.0199401243
IL10RA	0	0.0270074244
TMPRSS4-AS1	0	0.00820819411
TMPRSS4	0	0.0230424218
SCN4B	0	0.0115787179
SCN2B	0	0.0207665672
AMICA1	0	0.039734051
MPZL3	0	0.039734051
MPZL2	0	0.0408383402
CD3E	0	0.0426
CXCR5	0	0.01419
BCL9L	0	0.00307267694
MIR4492	0	0.00307267694
UPK2	0	0.000929653325
FOXR1	0	0.000929653325
CCDC84	0	0.000854554233
RPL23AP64	0	0.000839822903
RPS25	0	0.00103391465
TRAPPC4	0	0.00121721363
MIR3656	0	0.00122039627
SLC37A4	0	0.00156169613
HYOU1	0	0.00522540861
VPS11	0	0.0191041882
HMBS	0	0.0165888598
H2AFX	0	0.018264089
DPAGT1	0	0.014951294
