GOID	Ontology Source	GOTerm	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni	Group PValue	Group PValue Corrected with Bonferroni	Associated Genes Found	All Associated Genes	OverViewTerm
KEGG:04670	KEGG_14.03.2012	Leukocyte transendothelial migration	[-1]	[Group0]	17	14.655172	1.94E-09	8.34E-08	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[BCAR1, CTNNB1, CXCR4, ITK, PECAM1, PIK3R1, PIK3R2, PIK3R3, PLCG1, PLCG2, PTK2, PTK2B, PTPN11, PXN, VAV1, VAV2, VAV3]	[ACTB, ACTG1, ACTN1, ACTN2, ACTN3, ACTN4, ARHGAP5, BCAR1, CD99, CDC42, CDH5, CLDN1, CLDN10, CLDN11, CLDN14, CLDN15, CLDN16, CLDN17, CLDN18, CLDN19, CLDN2, CLDN20, CLDN22, CLDN23, CLDN3, CLDN4, CLDN5, CLDN6, CLDN7, CLDN8, CLDN9, CTNNA1, CTNNA2, CTNNA3, CTNNB1, CTNND1, CXCL12, CXCR4, CYBA, CYBB, ESAM, EZR, F11R, GNAI1, GNAI2, GNAI3, GRLF1, ICAM1, ITGA4, ITGAL, ITGAM, ITGB1, ITGB2, ITK, JAM2, JAM3, LOC100506658, MAPK11, MAPK12, MAPK13, MAPK14, MLLT4, MMP2, MMP9, MSN, MYL10, MYL12A, MYL12B, MYL2, MYL5, MYL7, MYL9, MYLPF, NCF1, NCF2, NCF4, NOX1, NOX3, PECAM1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG1, PLCG2, PRKCA, PRKCB, PRKCG, PTK2, PTK2B, PTPN11, PXN, RAC1, RAC2, RAP1A, RAP1B, RAPGEF3, RAPGEF4, RASSF5, RHOA, RHOH, ROCK1, ROCK2, SIPA1, THY1, TXK, VASP, VAV1, VAV2, VAV3, VCAM1, VCL]	FALSE
KEGG:05213	KEGG_14.03.2012	Endometrial cancer	[-1]	[Group0]	12	23.076923	2.49E-09	1.07E-07	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[CTNNB1, EGFR, ERBB2, GRB2, MAPK1, MAPK3, PDPK1, PIK3R1, PIK3R2, PIK3R3, SOS1, SOS2]	[AKT1, AKT2, AKT3, APC, APC2, ARAF, AXIN1, AXIN2, BAD, BRAF, CASP9, CCND1, CDH1, CTNNA1, CTNNA2, CTNNA3, CTNNB1, EGF, EGFR, ELK1, ERBB2, FOXO3, GRB2, GSK3B, HRAS, ILK, KRAS, LEF1, MAP2K1, MAP2K2, MAPK1, MAPK3, MLH1, MYC, NRAS, PDPK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PTEN, RAF1, SOS1, SOS2, TCF7, TCF7L1, TCF7L2, TP53]	FALSE
KEGG:05221	KEGG_14.03.2012	Acute myeloid leukemia	[-1]	[Group0]	12	21.052631	7.69E-09	3.30E-07	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[GRB2, KIT, MAPK1, MAPK3, PIK3R1, PIK3R2, PIK3R3, SOS1, SOS2, STAT3, STAT5A, STAT5B]	[AKT1, AKT2, AKT3, ARAF, BAD, BRAF, CCNA1, CCND1, CEBPA, CHUK, EIF4EBP1, FLT3, GRB2, HRAS, IKBKB, IKBKG, JUP, KIT, KRAS, LEF1, MAP2K1, MAP2K2, MAPK1, MAPK3, MTOR, MYC, NFKB1, NRAS, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PIM1, PIM2, PML, PPARD, RAF1, RARA, RELA, RPS6KB1, RPS6KB2, RUNX1, RUNX1T1, SOS1, SOS2, SPI1, STAT3, STAT5A, STAT5B, TCF7, TCF7L1, TCF7L2, ZBTB16]	FALSE
KEGG:04370	KEGG_14.03.2012	VEGF signaling pathway	[-1]	[Group0]	13	17.105263	2.56E-08	1.10E-06	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[KDR, MAPK1, MAPK3, PIK3R1, PIK3R2, PIK3R3, PLCG1, PLCG2, PTK2, PXN, SH2D2A, SHC2, SRC]	[AKT1, AKT2, AKT3, BAD, CASP9, CDC42, CHP, CHP2, HRAS, HSPB1, JMJD7-PLA2G4B, KDR, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPKAPK2, MAPKAPK3, NFAT5, NFATC1, NFATC2, NFATC3, NFATC4, NOS3, NRAS, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4E, PLA2G5, PLA2G6, PLCG1, PLCG2, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PRKCA, PRKCB, PRKCG, PTGS2, PTK2, PXN, RAC1, RAC2, RAC3, RAF1, SH2D2A, SHC2, SPHK1, SPHK2, SRC, VEGFA]	FALSE
KEGG:05218	KEGG_14.03.2012	Melanoma	[-1]	[Group0]	11	15.492958	9.00E-07	3.87E-05	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[EGFR, FGFR1, IGF1R, MAPK1, MAPK3, MET, PDGFRA, PDGFRB, PIK3R1, PIK3R2, PIK3R3]	[AKT1, AKT2, AKT3, ARAF, BAD, BRAF, CCND1, CDH1, CDK4, CDK6, CDKN1A, CDKN2A, E2F1, E2F2, E2F3, EGF, EGFR, FGF1, FGF10, FGF11, FGF12, FGF13, FGF14, FGF16, FGF17, FGF18, FGF19, FGF2, FGF20, FGF21, FGF22, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FGFR1, HGF, HRAS, IGF1, IGF1R, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, MDM2, MET, MITF, NRAS, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PTEN, RAF1, RB1, TP53]	FALSE
KEGG:04640	KEGG_14.03.2012	Hematopoietic cell lineage	[-1]	[None]	12	13.333333	1.49E-06	6.41E-05	{None=NaN}	{None=NaN}	[CD19, CD22, CD3E, CD5, CSF1R, CSF3R, EPOR, FCGR1A, IL4R, IL7R, ITGB3, KIT]	[ANPEP, CD14, CD19, CD1A, CD1B, CD1C, CD1D, CD1E, CD2, CD22, CD24, CD33, CD34, CD36, CD37, CD38, CD3D, CD3E, CD3G, CD4, CD44, CD5, CD55, CD59, CD7, CD8A, CD8B, CD9, CR1, CR2, CSF1, CSF1R, CSF2, CSF2RA, CSF3, CSF3R, DNTT, EPO, EPOR, FCER2, FCGR1A, FLT3, FLT3LG, GP1BA, GP1BB, GP5, GP9, GYPA, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, IL11, IL11RA, IL1A, IL1B, IL1R1, IL1R2, IL2RA, IL3, IL3RA, IL4, IL4R, IL5, IL5RA, IL6, IL6R, IL7, IL7R, IL9R, ITGA1, ITGA2, ITGA2B, ITGA3, ITGA4, ITGA5, ITGA6, ITGAM, ITGB3, KIT, KITLG, LOC100132941, LOC100291917, MME, MS4A1, TFRC, THPO, TNF, TPO]	TRUE
KEGG:05160	KEGG_14.03.2012	Hepatitis C	[-1]	[Group0]	14	10.447762	3.87E-06	1.66E-04	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[EGFR, GRB2, IFNAR1, JAK1, MAPK1, MAPK3, PIK3R1, PIK3R2, PIK3R3, SOCS3, SOS1, SOS2, STAT1, STAT3]	[AKT1, AKT2, AKT3, ARAF, BAD, BRAF, CD81, CDKN1A, CHUK, CLDN1, CLDN10, CLDN11, CLDN14, CLDN15, CLDN16, CLDN17, CLDN18, CLDN19, CLDN2, CLDN20, CLDN22, CLDN23, CLDN3, CLDN4, CLDN5, CLDN6, CLDN7, CLDN8, CLDN9, DDX58, EGF, EGFR, EIF2AK1, EIF2AK2, EIF2AK3, EIF2AK4, EIF2S1, EIF3E, GRB2, GSK3B, HRAS, IFIT1, IFIT1B, IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNAR1, IFNAR2, IFNB1, IKBKB, IKBKE, IKBKG, IL8, IRF1, IRF3, IRF7, IRF9, JAK1, KRAS, LDLR, LOC100506658, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MAVS, NFKB1, NFKBIA, NR1H3, NRAS, OAS1, OAS2, OAS3, PDK1, PIAS1, PIAS2, PIAS3, PIAS4, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PPARA, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, PSME3, RAF1, RELA, RIPK1, RNASEL, RXRA, SCARB1, SOCS3, SOS1, SOS2, STAT1, STAT2, STAT3, TBK1, TICAM1, TLR3, TNF, TNFRSF1A, TP53, TRADD, TRAF2, TRAF3, TRAF6, TYK2]	FALSE
KEGG:04960	KEGG_14.03.2012	Aldosterone-regulated sodium reabsorption	[-1]	[Group0]	8	19.512196	4.95E-06	2.13E-04	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[IRS2, IRS4, MAPK1, MAPK3, PDPK1, PIK3R1, PIK3R2, PIK3R3]	[ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2, FXYD4, HSD11B2, IGF1, INS, INSR, IRS1, IRS2, IRS4, KCNJ1, KRAS, MAPK1, MAPK3, NEDD4L, NR3C2, PDPK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PRKCA, PRKCB, PRKCG, SCNN1A, SCNN1B, SCNN1G, SFN, SGK1, SLC9A3R2]	FALSE
KEGG:05212	KEGG_14.03.2012	Pancreatic cancer	[-1]	[Group0]	10	14.285714	6.14E-06	2.64E-04	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[EGFR, ERBB2, JAK1, MAPK1, MAPK3, PIK3R1, PIK3R2, PIK3R3, STAT1, STAT3]	[AKT1, AKT2, AKT3, ARAF, ARHGEF6, BAD, BCL2L1, BRAF, BRCA2, CASP9, CCND1, CDC42, CDK4, CDK6, CDKN2A, CHUK, E2F1, E2F2, E2F3, EGF, EGFR, ERBB2, FIGF, IKBKB, IKBKG, JAK1, KRAS, MAP2K1, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, NFKB1, PGF, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLD1, RAC1, RAC2, RAC3, RAD51, RAF1, RALA, RALB, RALBP1, RALGDS, RB1, RELA, SMAD2, SMAD3, SMAD4, STAT1, STAT3, TGFA, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TP53, VEGFA, VEGFB, VEGFC]	FALSE
KEGG:04360	KEGG_14.03.2012	Axon guidance	[-1]	[None]	13	10.077519	1.30E-05	5.58E-04	{None=NaN}	{None=NaN}	[ABL1, CXCR4, EPHA2, EPHB2, FES, FYN, MAPK1, MAPK3, MET, NCK1, NCK2, PTK2, RASA1]	[ABL1, ABLIM1, ABLIM2, ABLIM3, ARHGEF12, CDC42, CDK5, CFL1, CFL2, CHP, CHP2, CXCL12, CXCR4, DCC, DPYSL2, DPYSL5, EFNA1, EFNA2, EFNA3, EFNA4, EFNA5, EFNB1, EFNB2, EFNB3, EPHA1, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, FES, FYN, GNAI1, GNAI2, GNAI3, GSK3B, HRAS, ITGB1, KRAS, L1CAM, LIMK1, LIMK2, LRRC4C, MAPK1, MAPK3, MET, NCK1, NCK2, NFAT5, NFATC1, NFATC2, NFATC3, NFATC4, NGEF, NRAS, NRP1, NTN1, NTN3, NTN4, NTNG1, PAK1, PAK2, PAK3, PAK4, PAK6, PAK7, PLXNA1, PLXNA2, PLXNA3, PLXNB1, PLXNB2, PLXNB3, PLXNC1, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PTK2, RAC1, RAC2, RAC3, RASA1, RGS3, RHOA, RHOD, RND1, ROBO1, ROBO2, ROBO3, ROCK1, ROCK2, SEMA3A, SEMA3B, SEMA3C, SEMA3D, SEMA3E, SEMA3F, SEMA3G, SEMA4A, SEMA4B, SEMA4C, SEMA4D, SEMA4F, SEMA4G, SEMA5A, SEMA5B, SEMA6A, SEMA6B, SEMA6C, SEMA6D, SEMA7A, SLIT1, SLIT2, SLIT3, SRGAP1, SRGAP2, SRGAP3, UNC5A, UNC5B, UNC5C, UNC5D]	TRUE
KEGG:04320	KEGG_14.03.2012	Dorso-ventral axis formation	[-1]	[Group0]	6	25	1.76E-05	7.58E-04	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[EGFR, GRB2, MAPK1, MAPK3, SOS1, SOS2]	[CPEB1, EGFR, ETS1, ETS2, ETV6, ETV7, FMN2, GRB2, KRAS, MAP2K1, MAPK1, MAPK3, NOTCH1, NOTCH2, NOTCH3, NOTCH4, PIWIL1, PIWIL2, PIWIL3, PIWIL4, SOS1, SOS2, SPIRE1, SPIRE2]	FALSE
KEGG:05120	KEGG_14.03.2012	Epithelial cell signaling in Helicobacter pylori infection	[-1]	[None]	8	11.764706	2.19E-04	0.009436861	{None=NaN}	{None=NaN}	[CSK, EGFR, LYN, MET, PLCG1, PLCG2, PTPN11, SRC]	[ADAM10, ADAM17, ATP6AP1, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V0E1, ATP6V0E2, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C1, ATP6V1C2, ATP6V1D, ATP6V1E1, ATP6V1E2, ATP6V1F, ATP6V1G1, ATP6V1G2, ATP6V1G3, ATP6V1H, CASP3, CCL5, CDC42, CHUK, CSK, CXCL1, CXCR1, CXCR2, EGFR, F11R, GIT1, HBEGF, IGSF5, IKBKB, IKBKG, IL8, JAM2, JAM3, JUN, LYN, MAP2K4, MAP3K14, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK8, MAPK9, MET, NFKB1, NFKBIA, NOD1, PAK1, PLCG1, PLCG2, PTPN11, PTPRZ1, RAC1, RELA, SRC, TCIRG1, TJP1]	TRUE
KEGG:04540	KEGG_14.03.2012	Gap junction	[-1]	[Group0]	9	10.11236	2.85E-04	0.012266671	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[EGFR, GRB2, MAPK1, MAPK3, PDGFRA, PDGFRB, SOS1, SOS2, SRC]	[ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADRB1, CDK1, CSNK1D, DRD1, DRD2, EGF, EGFR, GJA1, GJD2, GNA11, GNAI1, GNAI2, GNAI3, GNAQ, GNAS, GRB2, GRM1, GRM5, GUCY1A2, GUCY1A3, GUCY1B3, HRAS, HTR2A, HTR2B, HTR2C, ITPR1, ITPR2, ITPR3, KRAS, LPAR1, MAP2K1, MAP2K2, MAP2K5, MAP3K2, MAPK1, MAPK3, MAPK7, NRAS, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PLCB1, PLCB2, PLCB3, PLCB4, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKG1, PRKG2, PRKX, RAF1, SOS1, SOS2, SRC, TJP1, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBA8, TUBAL3, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB2C, TUBB3, TUBB4, TUBB6, TUBB8]	FALSE
KEGG:05140	KEGG_14.03.2012	Leishmaniasis	[-1]	[Group0]	8	10.810811	3.96E-04	0.017010829	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[FCGR1A, FCGR2C, JAK1, JAK2, MAPK1, MAPK3, PTPN6, STAT1]	[C3, CR1, CYBA, ELK1, FCGR1A, FCGR2A, FCGR2C, FCGR3A, FCGR3B, FOS, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, IFNG, IFNGR1, IFNGR2, IL10, IL12A, IL12B, IL1A, IL1B, IL4, IRAK1, IRAK4, ITGA4, ITGAM, ITGB1, ITGB2, JAK1, JAK2, JUN, LOC100132941, LOC100291917, MAP3K7, MAPK1, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MARCKSL1, MYD88, NCF1, NCF2, NCF4, NFKB1, NFKBIA, NFKBIB, NOS2, PRKCB, PTGS2, PTPN6, RELA, STAT1, TAB1, TAB2, TGFB1, TGFB2, TGFB3, TLR2, TLR4, TNF, TRAF6]	FALSE
KEGG:05216	KEGG_14.03.2012	Thyroid cancer	[-1]	[Group0]	5	17.241379	5.92E-04	0.025455346	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[CTNNB1, MAPK1, MAPK3, NTRK1, RET]	[BRAF, CCDC6, CCND1, CDH1, CTNNB1, HRAS, KRAS, LEF1, MAP2K1, MAP2K2, MAPK1, MAPK3, MYC, NCOA4, NRAS, NTRK1, PAX8, PPARG, RET, RXRA, RXRB, RXRG, TCF7, TCF7L1, TCF7L2, TFG, TP53, TPM3, TPR]	FALSE
KEGG:05131	KEGG_14.03.2012	Shigellosis	[-1]	[Group0]	7	11.4754095	6.38E-04	0.027449258	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[ABL1, CRK, CRKL, MAPK1, MAPK3, SRC, WAS]	[ABL1, ACTB, ACTG1, ARPC1A, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, ATG5, BTRC, CD44, CDC42, CHUK, CRK, CRKL, CTTN, DIAPH1, DOCK1, ELMO1, FBXW11, HCLS1, IKBKB, IKBKG, IL8, ITGA5, ITGB1, MAD2L2, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, NFKB1, NFKBIA, NFKBIB, NOD1, NOD2, PFN1, PFN2, PFN3, PFN4, RAC1, RELA, RHOG, RIPK2, ROCK1, ROCK2, SRC, U2AF1, UBE2D2, VCL, WAS, WASF1, WASF2, WASL]	FALSE
KEGG:04150	KEGG_14.03.2012	mTOR signaling pathway	[-1]	[Group0]	6	11.538462	0.001521159	0.065409823	{Group0=3.5273331891024095E-69}	{Group0=3.5273331891024095E-69}	[MAPK1, MAPK3, PDPK1, PIK3R1, PIK3R2, PIK3R3]	[AKT1, AKT2, AKT3, BRAF, CAB39, CAB39L, DDIT4, EIF4B, EIF4E, EIF4E1B, EIF4E2, EIF4EBP1, FIGF, HIF1A, IGF1, INS, MAPK1, MAPK3, MLST8, MTOR, PDPK1, PGF, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PRKAA1, PRKAA2, RHEB, RICTOR, RPS6, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6, RPS6KB1, RPS6KB2, RPTOR, STK11, STRADA, TSC1, TSC2, ULK1, ULK2, ULK3, VEGFA, VEGFB, VEGFC]	FALSE
KEGG:05130	KEGG_14.03.2012	Pathogenic Escherichia coli infection	[-1]	[None]	6	10.909091	0.002040309	0.087733308	{None=NaN}	{None=NaN}	[ABL1, CTNNB1, FYN, NCK1, NCK2, WAS]	[ABL1, ACTB, ACTG1, ARHGEF2, ARPC1A, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, CD14, CDC42, CDH1, CLDN1, CTNNB1, CTTN, EZR, FYN, HCLS1, ITGB1, KRT18, LOC100506658, LY96, NCK1, NCK2, NCL, PRKCA, RHOA, ROCK1, ROCK2, TLR4, TLR5, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBA8, TUBAL3, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB2C, TUBB3, TUBB4, TUBB6, TUBB8, WAS, WASL, YWHAQ, YWHAZ]	TRUE
