GOID	Ontology Source	GOTerm	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni	Group PValue	Group PValue Corrected with Bonferroni	Associated Genes Found	All Associated Genes	OverViewTerm
KEGG:04630	KEGG_14.03.2012	Jak-STAT signaling pathway	[-1]	[Group0, Group4]	47	30.32258	6.93E-21	6.66E-19	{Group0=1.580881560369496E-23, Group4=1.7798287520973917E-42}	{Group0=9.485289362216977E-23, Group4=1.067897251258435E-41}	[AKT1, AKT2, AKT3, CBL, CBLB, CBLC, CCND1, CISH, CREBBP, CSF2RB, CSF3R, EP300, EPOR, GHR, GRB2, IFNAR1, IL2RA, IL2RB, IL2RG, IL3RA, IL4R, IL6ST, IL7R, JAK1, JAK2, JAK3, LIFR, MPL, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PRLR, PTPN11, PTPN6, SOCS1, SOCS2, SOCS3, SOCS7, SOS1, SOS2, STAT1, STAT2, STAT3, STAT5A, STAT5B, STAT6]	[AKT1, AKT2, AKT3, BCL2L1, CBL, CBLB, CBLC, CCND1, CCND2, CCND3, CISH, CLCF1, CNTF, CNTFR, CREBBP, CRLF2, CSF2, CSF2RA, CSF2RB, CSF3, CSF3R, CSH1, CTF1, EP300, EPO, EPOR, GH1, GH2, GHR, GRB2, IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNAR1, IFNAR2, IFNB1, IFNE, IFNG, IFNGR1, IFNGR2, IFNK, IFNW1, IL10, IL10RA, IL10RB, IL11, IL11RA, IL12A, IL12B, IL12RB1, IL12RB2, IL13, IL13RA1, IL13RA2, IL15, IL15RA, IL19, IL2, IL20, IL20RA, IL20RB, IL21, IL21R, IL22, IL22RA1, IL22RA2, IL23A, IL23R, IL24, IL26, IL28A, IL28B, IL28RA, IL29, IL2RA, IL2RB, IL2RG, IL3, IL3RA, IL4, IL4R, IL5, IL5RA, IL6, IL6R, IL6ST, IL7, IL7R, IL9, IL9R, IRF9, JAK1, JAK2, JAK3, LEP, LEPR, LIF, LIFR, MPL, MYC, OSM, OSMR, PIAS1, PIAS2, PIAS3, PIAS4, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PIM1, PRL, PRLR, PTPN11, PTPN6, SOCS1, SOCS2, SOCS3, SOCS4, SOCS5, SOCS7, SOS1, SOS2, SPRED1, SPRED2, SPRY1, SPRY2, SPRY3, SPRY4, STAM, STAM2, STAT1, STAT2, STAT3, STAT4, STAT5A, STAT5B, STAT6, TPO, TSLP, TYK2]	TRUE
KEGG:04720	KEGG_14.03.2012	Long-term potentiation	[-1]	[Group1]	32	45.714287	9.96E-21	9.56E-19	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[BRAF, CALM1, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CREBBP, EP300, GRIA1, GRIN1, GRIN2A, GRIN2B, GRIN2D, GRM1, HRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, PLCB1, PPP1CA, PPP3CA, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, RAF1, RPS6KA1, RPS6KA2, RPS6KA3]	[ADCY1, ADCY8, ARAF, ATF4, BRAF, CACNA1C, CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAMK4, CHP, CHP2, CREBBP, EP300, GNAQ, GRIA1, GRIA2, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRM1, GRM5, HRAS, ITPR1, ITPR2, ITPR3, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, NRAS, PLCB1, PLCB2, PLCB3, PLCB4, PPP1CA, PPP1CB, PPP1CC, PPP1R12A, PPP1R1A, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, RAF1, RAP1A, RAP1B, RAPGEF3, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6]	FALSE
KEGG:05211	KEGG_14.03.2012	Renal cell carcinoma	[-1]	[Group1]	32	45.714287	9.96E-21	9.56E-19	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BRAF, CDC42, CREBBP, CRK, CRKL, EP300, ETS1, GAB1, GRB2, HRAS, JUN, MAP2K1, MAP2K2, MAPK1, MAPK3, MET, PAK1, PAK2, PAK3, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PTPN11, RAC1, RAF1, RAPGEF1, SOS1, SOS2]	[AKT1, AKT2, AKT3, ARAF, ARNT, ARNT2, BRAF, CDC42, CREBBP, CRK, CRKL, CUL2, EGLN1, EGLN2, EGLN3, EP300, EPAS1, ETS1, FH, FIGF, FLCN, GAB1, GRB2, HGF, HIF1A, HRAS, JUN, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, MET, NRAS, PAK1, PAK2, PAK3, PAK4, PAK6, PAK7, PDGFB, PGF, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PTPN11, RAC1, RAF1, RAP1A, RAP1B, RAPGEF1, RBX1, SLC2A1, SOS1, SOS2, TCEB1, TCEB2, TGFA, TGFB1, TGFB2, TGFB3, VEGFA, VEGFB, VEGFC, VHL]	FALSE
KEGG:05166	KEGG_14.03.2012	HTLV-I infection	[-1]	[Group1, Group4]	61	23.193916	3.05E-20	2.93E-18	{Group1=2.6910528053551752E-89, Group4=1.7798287520973917E-42}	{Group1=1.614631683213105E-88, Group4=1.067897251258435E-41}	[AKT1, AKT2, AKT3, ATF2, CANX, CCND1, CD3E, CD3G, CDK4, CDKN1A, CHEK1, CREB1, CREBBP, CTNNB1, DLG1, EGR1, ELK1, EP300, ETS1, ETS2, FOS, GSK3B, HRAS, IKBKB, IL1R1, IL2RA, IL2RB, IL2RG, ITGB2, JAK1, JAK3, JUN, LCK, MAP2K4, MAPK10, MAPK8, MAPK9, MYB, NFATC4, NFKB1, PDGFRA, PDGFRB, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PPP3CA, PRKACA, PRKACB, PRKACG, RB1, RELA, RRAS, SMAD3, SRF, STAT5A, STAT5B, TCF3, TLN1, TP53, ZFP36]	[ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, AKT1, AKT2, AKT3, ANAPC1, ANAPC10, ANAPC11, ANAPC2, ANAPC4, ANAPC5, ANAPC7, APC, APC2, ATF1, ATF2, ATF3, ATF4, ATM, ATR, BAX, BCL2L1, BIRC2, BIRC3, BIRC7, BIRC8, BUB1B, BUB3, CALR, CANX, CCNB2, CCND1, CCND2, CCND3, CD3D, CD3E, CD3G, CD40, CDC16, CDC20, CDC23, CDC26, CDC27, CDK4, CDKN1A, CDKN2A, CDKN2B, CDKN2C, CHEK1, CHEK2, CHUK, CREB1, CREBBP, CRTC1, CRTC2, CRTC3, CSF2, CTNNB1, DLG1, DVL1, DVL2, DVL3, E2F1, E2F2, E2F3, EGR1, EGR2, ELK1, ELK4, EP300, ETS1, ETS2, FDPS, FOS, FOSL1, FZD1, FZD10, FZD2, FZD3, FZD4, FZD5, FZD6, FZD7, FZD8, FZD9, GPS2, GSK3B, HLA-A, HLA-B, HLA-C, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, HLA-E, HLA-F, HLA-G, HRAS, ICAM1, IKBKB, IKBKG, IL15, IL15RA, IL1R1, IL1R2, IL2, IL2RA, IL2RB, IL2RG, IL6, ITGAL, ITGB2, JAK1, JAK3, JUN, KAT2A, KAT2B, KAT5, KRAS, LCK, LTA, LTBR, MAD2L1, MAP2K4, MAP3K1, MAP3K14, MAP3K3, MAPK10, MAPK8, MAPK9, MRAS, MSX1, MSX2, MYB, MYBL1, MYBL2, MYC, NFAT5, NFATC1, NFATC2, NFATC3, NFATC4, NFKB1, NFKB2, NFKBIA, NFYB, NRAS, NRP1, PCNA, PDGFA, PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, POLB, POLD1, POLD2, POLD3, POLD4, POLE, POLE2, POLE3, POLE4, PPP3CA, PPP3CB, PPP3CC, PRKACA, PRKACB, PRKACG, PRKX, PTTG1, PTTG2, RAN, RANBP1, RANBP3, RB1, RELA, RELB, RRAS, RRAS2, SLC25A31, SLC25A4, SLC25A5, SLC25A6, SLC2A1, SMAD2, SMAD3, SMAD4, SPI1, SRF, STAT5A, STAT5B, TBP, TBPL1, TBPL2, TCF3, TERT, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TLN1, TLN2, TNF, TNFRSF13C, TNFRSF1A, TP53, TP53INP1, TRRAP, TSPO, VAC14, VCAM1, VDAC1, VDAC2, VDAC3, WNT1, WNT10A, WNT10B, WNT11, WNT16, WNT2, WNT2B, WNT3, WNT3A, WNT4, WNT5A, WNT5B, WNT6, WNT7A, WNT7B, WNT8A, WNT8B, WNT9A, WNT9B, XBP1, XIAP, XPO1, ZFP36]	FALSE
KEGG:05162	KEGG_14.03.2012	Measles	[-1]	[Group0, Group1, Group4]	43	31.617647	5.87E-20	5.64E-18	{Group0=1.580881560369496E-23, Group1=2.6910528053551752E-89, Group4=1.7798287520973917E-42}	{Group0=9.485289362216977E-23, Group1=1.614631683213105E-88, Group4=1.067897251258435E-41}	[AKT1, AKT2, AKT3, CBLB, CCND1, CD28, CD3E, CD3G, CDK2, CDK4, CDK6, CDKN1B, CSNK2A1, CSNK2A2, CSNK2B, DOK1, FASLG, FCGR2B, FYN, GNB2L1, GSK3B, IFNAR1, IL2RA, IL2RB, IL2RG, JAK1, JAK2, JAK3, NFKB1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PRKCQ, RELA, SH2D1A, SLAMF1, STAT1, STAT2, STAT3, STAT5A, STAT5B, TP53]	[ADAR, AKT1, AKT2, AKT3, BBC3, CBLB, CCND1, CCND2, CCND3, CCNE1, CCNE2, CD209, CD28, CD3D, CD3E, CD3G, CD46, CDK2, CDK4, CDK6, CDKN1B, CHUK, CLEC4M, CSNK2A1, CSNK2A2, CSNK2B, DDX58, DOK1, EIF2AK1, EIF2AK2, EIF2AK3, EIF2AK4, EIF2S1, EIF3H, FAS, FASLG, FCGR2B, FYN, GNB2L1, GSK3B, HSPA1A, HSPA1B, HSPA1L, HSPA2, HSPA6, HSPA8, IFIH1, IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNAR1, IFNAR2, IFNB1, IFNG, IFNGR1, IFNGR2, IKBKE, IL12A, IL12B, IL13, IL1A, IL1B, IL2, IL2RA, IL2RB, IL2RG, IL4, IL6, IRAK1, IRAK4, IRF3, IRF7, IRF9, JAK1, JAK2, JAK3, LOC100132941, LOC100291917, MAP3K7, MAVS, MSN, MX1, MYD88, NFKB1, NFKBIA, NFKBIB, OAS1, OAS2, OAS3, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PRKCQ, RAB9A, RAB9B, RCHY1, RELA, SH2D1A, SLAMF1, STAT1, STAT2, STAT3, STAT5A, STAT5B, TAB2, TACR1, TBK1, TLR2, TLR4, TLR7, TLR9, TNFAIP3, TNFRSF10A, TNFRSF10B, TNFRSF10C, TNFRSF10D, TNFSF10, TP53, TP73, TRAF6, TYK2]	FALSE
KEGG:04810	KEGG_14.03.2012	Regulation of actin cytoskeleton	[-1]	[Group1]	53	25	3.30E-19	3.17E-17	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[ACTN1, ACTN4, ARHGEF7, BCAR1, BDKRB2, BRAF, CDC42, CRK, CRKL, DOCK1, EGFR, EZR, FGFR1, GNA13, GSN, HRAS, IQGAP1, ITGB1, ITGB2, ITGB3, ITGB4, MAP2K1, MAP2K2, MAPK1, MAPK3, MYH9, MYLK, PAK1, PAK2, PAK3, PDGFRA, PDGFRB, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PPP1CA, PTK2, PXN, RAC1, RAF1, RRAS, SLC9A1, SOS1, SOS2, SRC, TIAM1, VAV1, VAV2, VAV3, VCL, WAS, WASL]	[ABI2, ACTB, ACTG1, ACTN1, ACTN2, ACTN3, ACTN4, APC, APC2, ARAF, ARHGEF1, ARHGEF12, ARHGEF4, ARHGEF6, ARHGEF7, ARPC1A, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, BAIAP2, BCAR1, BDKRB1, BDKRB2, BRAF, C3orf10, CD14, CDC42, CFL1, CFL2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CRK, CRKL, CYFIP1, CYFIP2, DIAPH1, DIAPH2, DIAPH3, DOCK1, EGF, EGFR, ENAH, EZR, F2, F2R, FGD1, FGD3, FGF1, FGF10, FGF11, FGF12, FGF13, FGF14, FGF16, FGF17, FGF18, FGF19, FGF2, FGF20, FGF21, FGF22, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FGFR1, FGFR2, FGFR3, FGFR4, FN1, GIT1, GNA12, GNA13, GNG12, GRLF1, GSN, HRAS, INS, INSRR, IQGAP1, IQGAP2, IQGAP3, ITGA1, ITGA10, ITGA11, ITGA2, ITGA2B, ITGA3, ITGA4, ITGA5, ITGA6, ITGA7, ITGA8, ITGA9, ITGAD, ITGAE, ITGAL, ITGAM, ITGAV, ITGAX, ITGB1, ITGB2, ITGB3, ITGB4, ITGB5, ITGB6, ITGB7, ITGB8, KRAS, LIMK1, LIMK2, MAP2K1, MAP2K2, MAPK1, MAPK3, MOS, MRAS, MSN, MYH10, MYH14, MYH9, MYL10, MYL12A, MYL12B, MYL2, MYL5, MYL7, MYL9, MYLK, MYLK2, MYLK3, MYLPF, NCKAP1, NCKAP1L, NRAS, PAK1, PAK2, PAK3, PAK4, PAK6, PAK7, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PFN1, PFN2, PFN3, PFN4, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PIKFYVE, PIP4K2A, PIP4K2B, PIP4K2C, PIP5K1A, PIP5K1B, PIP5K1C, PPP1CA, PPP1CB, PPP1CC, PPP1R12A, PTK2, PXN, RAC1, RAC2, RAC3, RAF1, RDX, RHOA, ROCK1, ROCK2, RRAS, RRAS2, SCIN, SLC9A1, SOS1, SOS2, SRC, SSH1, SSH2, SSH3, TIAM1, TIAM2, TMSB4X, TMSB4Y, VAV1, VAV2, VAV3, VCL, WAS, WASF1, WASF2, WASL]	FALSE
KEGG:04914	KEGG_14.03.2012	Progesterone-mediated oocyte maturation	[-1]	[Group1]	33	38.372093	1.82E-18	1.75E-16	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BRAF, CCNB1, CDC25A, CDC25B, CDC25C, CDK1, CDK2, HSP90AA1, IGF1R, MAP2K1, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PRKACA, PRKACB, PRKACG, RAF1, RPS6KA1, RPS6KA2, RPS6KA3]	[ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, AKT1, AKT2, AKT3, ANAPC1, ANAPC10, ANAPC11, ANAPC13, ANAPC2, ANAPC4, ANAPC5, ANAPC7, ARAF, BRAF, BUB1, CCNA1, CCNA2, CCNB1, CCNB2, CCNB3, CDC16, CDC23, CDC25A, CDC25B, CDC25C, CDC26, CDC27, CDK1, CDK2, CPEB1, FZR1, GNAI1, GNAI2, GNAI3, HSP90AA1, HSP90AB1, IGF1, IGF1R, INS, KRAS, MAD1L1, MAD2L1, MAD2L2, MAP2K1, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MOS, PDE3A, PDE3B, PGR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PKMYT1, PLK1, PRKACA, PRKACB, PRKACG, PRKX, RAF1, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6, SPDYA, SPDYC]	FALSE
KEGG:04670	KEGG_14.03.2012	Leukocyte transendothelial migration	[-1]	[Group1]	38	32.75862	2.45E-18	2.35E-16	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[ACTN1, ACTN4, BCAR1, CDC42, CDH5, CTNNA1, CTNNB1, CTNND1, CXCR4, EZR, ITGB1, ITGB2, ITK, MAPK11, MAPK12, MAPK13, MAPK14, NCF1, NCF4, PECAM1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLCG1, PLCG2, PRKCA, PRKCB, PRKCG, PTK2, PTK2B, PTPN11, PXN, RAC1, VAV1, VAV2, VAV3, VCL]	[ACTB, ACTG1, ACTN1, ACTN2, ACTN3, ACTN4, ARHGAP5, BCAR1, CD99, CDC42, CDH5, CLDN1, CLDN10, CLDN11, CLDN14, CLDN15, CLDN16, CLDN17, CLDN18, CLDN19, CLDN2, CLDN20, CLDN22, CLDN23, CLDN3, CLDN4, CLDN5, CLDN6, CLDN7, CLDN8, CLDN9, CTNNA1, CTNNA2, CTNNA3, CTNNB1, CTNND1, CXCL12, CXCR4, CYBA, CYBB, ESAM, EZR, F11R, GNAI1, GNAI2, GNAI3, GRLF1, ICAM1, ITGA4, ITGAL, ITGAM, ITGB1, ITGB2, ITK, JAM2, JAM3, LOC100506658, MAPK11, MAPK12, MAPK13, MAPK14, MLLT4, MMP2, MMP9, MSN, MYL10, MYL12A, MYL12B, MYL2, MYL5, MYL7, MYL9, MYLPF, NCF1, NCF2, NCF4, NOX1, NOX3, PECAM1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCG1, PLCG2, PRKCA, PRKCB, PRKCG, PTK2, PTK2B, PTPN11, PXN, RAC1, RAC2, RAP1A, RAP1B, RAPGEF3, RAPGEF4, RASSF5, RHOA, RHOH, ROCK1, ROCK2, SIPA1, THY1, TXK, VASP, VAV1, VAV2, VAV3, VCAM1, VCL]	FALSE
KEGG:05218	KEGG_14.03.2012	Melanoma	[-1]	[Group1]	29	40.84507	3.10E-17	2.97E-15	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BAD, BRAF, CCND1, CDH1, CDK4, CDK6, CDKN1A, EGFR, FGFR1, HRAS, IGF1R, MAP2K1, MAP2K2, MAPK1, MAPK3, MET, PDGFRA, PDGFRB, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PTEN, RAF1, RB1, TP53]	[AKT1, AKT2, AKT3, ARAF, BAD, BRAF, CCND1, CDH1, CDK4, CDK6, CDKN1A, CDKN2A, E2F1, E2F2, E2F3, EGF, EGFR, FGF1, FGF10, FGF11, FGF12, FGF13, FGF14, FGF16, FGF17, FGF18, FGF19, FGF2, FGF20, FGF21, FGF22, FGF23, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FGFR1, HGF, HRAS, IGF1, IGF1R, KRAS, MAP2K1, MAP2K2, MAPK1, MAPK3, MDM2, MET, MITF, NRAS, PDGFA, PDGFB, PDGFC, PDGFD, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PTEN, RAF1, RB1, TP53]	FALSE
KEGG:05210	KEGG_14.03.2012	Colorectal cancer	[-1]	[Group1]	27	43.548386	5.49E-17	5.28E-15	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BAD, BCL2, BRAF, CASP3, CASP9, CCND1, CTNNB1, FOS, GSK3B, JUN, MAP2K1, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, PIK3CA, PIK3R1, PIK3R2, PIK3R3, RAC1, RAF1, SMAD3, TP53]	[AKT1, AKT2, AKT3, APC, APC2, APPL1, ARAF, AXIN1, AXIN2, BAD, BAX, BCL2, BIRC5, BRAF, CASP3, CASP9, CCND1, CTNNB1, CYCS, DCC, FOS, GSK3B, JUN, KRAS, LEF1, MAP2K1, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, MLH1, MSH2, MSH3, MSH6, MYC, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, RAC1, RAC2, RAC3, RAF1, RALGDS, RHOA, SMAD2, SMAD3, SMAD4, TCF7, TCF7L1, TCF7L2, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TP53]	FALSE
KEGG:05131	KEGG_14.03.2012	Shigellosis	[-1]	[Group1]	26	42.62295	4.05E-16	3.89E-14	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[ABL1, CD44, CDC42, CRK, CRKL, CTTN, DOCK1, HCLS1, IKBKB, ITGB1, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, NFKB1, RAC1, RELA, SRC, VCL, WAS, WASL]	[ABL1, ACTB, ACTG1, ARPC1A, ARPC1B, ARPC2, ARPC3, ARPC4, ARPC5, ARPC5L, ATG5, BTRC, CD44, CDC42, CHUK, CRK, CRKL, CTTN, DIAPH1, DOCK1, ELMO1, FBXW11, HCLS1, IKBKB, IKBKG, IL8, ITGA5, ITGB1, MAD2L2, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, NFKB1, NFKBIA, NFKBIB, NOD1, NOD2, PFN1, PFN2, PFN3, PFN4, RAC1, RELA, RHOG, RIPK2, ROCK1, ROCK2, SRC, U2AF1, UBE2D2, VCL, WAS, WASF1, WASF2, WASL]	FALSE
KEGG:05160	KEGG_14.03.2012	Hepatitis C	[-1]	[Group1, Group4]	38	28.35821	5.81E-16	5.58E-14	{Group1=2.6910528053551752E-89, Group4=1.7798287520973917E-42}	{Group1=1.614631683213105E-88, Group4=1.067897251258435E-41}	[AKT1, AKT2, AKT3, BAD, BRAF, CDKN1A, EGFR, GRB2, GSK3B, HRAS, IFNAR1, IKBKB, JAK1, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, NFKB1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PPARA, RAF1, RELA, RXRA, SOCS3, SOS1, SOS2, STAT1, STAT2, STAT3, TP53]	[AKT1, AKT2, AKT3, ARAF, BAD, BRAF, CD81, CDKN1A, CHUK, CLDN1, CLDN10, CLDN11, CLDN14, CLDN15, CLDN16, CLDN17, CLDN18, CLDN19, CLDN2, CLDN20, CLDN22, CLDN23, CLDN3, CLDN4, CLDN5, CLDN6, CLDN7, CLDN8, CLDN9, DDX58, EGF, EGFR, EIF2AK1, EIF2AK2, EIF2AK3, EIF2AK4, EIF2S1, EIF3E, GRB2, GSK3B, HRAS, IFIT1, IFIT1B, IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNAR1, IFNAR2, IFNB1, IKBKB, IKBKE, IKBKG, IL8, IRF1, IRF3, IRF7, IRF9, JAK1, KRAS, LDLR, LOC100506658, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MAVS, NFKB1, NFKBIA, NR1H3, NRAS, OAS1, OAS2, OAS3, PDK1, PIAS1, PIAS2, PIAS3, PIAS4, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PPARA, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, PSME3, RAF1, RELA, RIPK1, RNASEL, RXRA, SCARB1, SOCS3, SOS1, SOS2, STAT1, STAT2, STAT3, TBK1, TICAM1, TLR3, TNF, TNFRSF1A, TP53, TRADD, TRAF2, TRAF3, TRAF6, TYK2]	FALSE
KEGG:04728	KEGG_14.03.2012	Dopaminergic synapse	[-1]	[Group1]	35	26.923077	4.98E-14	4.78E-12	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, ATF2, CALM1, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CREB1, FOS, GRIA1, GRIA4, GRIN2A, GRIN2B, GSK3A, GSK3B, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK8, MAPK9, PLCB1, PPP1CA, PPP1R1B, PPP3CA, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, TH]	[ADCY5, AKT1, AKT2, AKT3, ARNTL, ARRB2, ATF2, ATF4, ATF6B, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CALY, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CLOCK, COMT, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, DDC, DRD1, DRD2, DRD3, DRD4, DRD5, FOS, GNAI1, GNAI2, GNAI3, GNAL, GNAO1, GNAQ, GNAS, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, GRIA1, GRIA2, GRIA3, GRIA4, GRIN2A, GRIN2B, GSK3A, GSK3B, ITPR1, ITPR2, ITPR3, KCNJ3, KCNJ5, KCNJ6, KCNJ9, KIF5A, KIF5B, KIF5C, MAOA, MAOB, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK8, MAPK9, PLCB1, PLCB2, PLCB3, PLCB4, PPP1CA, PPP1CB, PPP1CC, PPP1R1B, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, PPP2R3A, PPP2R3B, PPP2R3C, PPP2R5A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP3CA, PPP3CB, PPP3CC, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, SCN1A, SLC18A1, SLC18A2, SLC6A3, TH]	FALSE
